Score_Lesion,Score_Nivel
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.6875,0.3333333333333333
0.6875,0.3333333333333333
0.6875,0.3333333333333333
0.6875,0.3333333333333333
0.6875,0.3333333333333333
0.6875,0.3333333333333333
0.6875,0.3333333333333333
0.6875,0.3333333333333333
0.6875,0.3333333333333333
0.6875,0.3333333333333333
0.6875,0.3333333333333333
0.6875,0.3333333333333333
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.6875,0.3333333333333333
0.6875,0.3333333333333333
0.6875,0.3333333333333333
0.6875,0.3333333333333333
0.6875,0.3333333333333333
0.6875,0.3333333333333333
0.6875,0.3333333333333333
0.6875,0.3333333333333333
0.6875,0.3333333333333333
0.6875,0.3333333333333333
0.6875,0.3333333333333333
0.6875,0.3333333333333333
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.84375,0.16666666666666666
0.84375,0.16666666666666666
0.84375,0.16666666666666666
0.84375,0.16666666666666666
0.84375,0.16666666666666666
0.84375,0.16666666666666666
0.84375,0.16666666666666666
0.84375,0.16666666666666666
0.84375,0.16666666666666666
0.84375,0.16666666666666666
0.84375,0.16666666666666666
0.84375,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.84375,0.16666666666666666
0.84375,0.16666666666666666
0.84375,0.16666666666666666
0.84375,0.16666666666666666
0.84375,0.16666666666666666
0.84375,0.16666666666666666
0.84375,0.16666666666666666
0.84375,0.16666666666666666
0.84375,0.16666666666666666
0.84375,0.16666666666666666
0.84375,0.16666666666666666
0.84375,0.16666666666666666
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.6875,0.3333333333333333
0.6875,0.3333333333333333
0.6875,0.3333333333333333
0.6875,0.3333333333333333
0.6875,0.3333333333333333
0.6875,0.3333333333333333
0.6875,0.3333333333333333
0.6875,0.3333333333333333
0.6875,0.3333333333333333
0.6875,0.3333333333333333
0.6875,0.3333333333333333
0.6875,0.3333333333333333
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.53125,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.375,0.3333333333333333
0.6875,0.3333333333333333
0.6875,0.3333333333333333
0.6875,0.3333333333333333
0.6875,0.3333333333333333
0.6875,0.3333333333333333
0.6875,0.3333333333333333
0.6875,0.3333333333333333
0.6875,0.3333333333333333
0.6875,0.3333333333333333
0.6875,0.3333333333333333
0.6875,0.3333333333333333
0.6875,0.3333333333333333
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.84375,0.16666666666666666
0.84375,0.16666666666666666
0.84375,0.16666666666666666
0.84375,0.16666666666666666
0.84375,0.16666666666666666
0.84375,0.16666666666666666
0.84375,0.16666666666666666
0.84375,0.16666666666666666
0.84375,0.16666666666666666
0.84375,0.16666666666666666
0.84375,0.16666666666666666
0.84375,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.84375,0.16666666666666666
0.84375,0.16666666666666666
0.84375,0.16666666666666666
0.84375,0.16666666666666666
0.84375,0.16666666666666666
0.84375,0.16666666666666666
0.84375,0.16666666666666666
0.84375,0.16666666666666666
0.84375,0.16666666666666666
0.84375,0.16666666666666666
0.84375,0.16666666666666666
0.84375,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.84375,0.16666666666666666
0.84375,0.16666666666666666
0.84375,0.16666666666666666
0.84375,0.16666666666666666
0.84375,0.16666666666666666
0.84375,0.16666666666666666
0.84375,0.16666666666666666
0.84375,0.16666666666666666
0.84375,0.16666666666666666
0.84375,0.16666666666666666
0.84375,0.16666666666666666
0.84375,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.6875,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.53125,0.16666666666666666
0.84375,0.16666666666666666
0.84375,0.16666666666666666
0.84375,0.16666666666666666
0.84375,0.16666666666666666
0.84375,0.16666666666666666
0.84375,0.16666666666666666
0.84375,0.16666666666666666
0.84375,0.16666666666666666
0.84375,0.16666666666666666
0.84375,0.16666666666666666
0.84375,0.16666666666666666
0.84375,0.16666666666666666
0.84375,0.0
0.84375,0.0
0.84375,0.0
0.84375,0.0
0.84375,0.0
0.84375,0.0
0.84375,0.0
0.84375,0.0
0.84375,0.0
0.84375,0.0
0.84375,0.0
0.84375,0.0
0.6875,0.0
0.6875,0.0
0.6875,0.0
0.6875,0.0
0.6875,0.0
0.6875,0.0
0.6875,0.0
0.6875,0.0
0.6875,0.0
0.6875,0.0
0.6875,0.0
0.6875,0.0
0.84375,0.0
0.84375,0.0
0.84375,0.0
0.84375,0.0
0.84375,0.0
0.84375,0.0
0.84375,0.0
0.84375,0.0
0.84375,0.0
0.84375,0.0
0.84375,0.0
0.84375,0.0
0.6875,0.0
0.6875,0.0
0.6875,0.0
0.6875,0.0
0.6875,0.0
0.6875,0.0
0.6875,0.0
0.6875,0.0
0.6875,0.0
0.6875,0.0
0.6875,0.0
0.6875,0.0
0.6875,0.0
0.6875,0.0
0.6875,0.0
0.6875,0.0
0.6875,0.0
0.6875,0.0
0.6875,0.0
0.6875,0.0
0.6875,0.0
0.6875,0.0
0.6875,0.0
0.6875,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.84375,0.0
0.84375,0.0
0.84375,0.0
0.84375,0.0
0.84375,0.0
0.84375,0.0
0.84375,0.0
0.84375,0.0
0.84375,0.0
0.84375,0.0
0.84375,0.0
0.84375,0.0
0.6875,0.0
0.6875,0.0
0.6875,0.0
0.6875,0.0
0.6875,0.0
0.6875,0.0
0.6875,0.0
0.6875,0.0
0.6875,0.0
0.6875,0.0
0.6875,0.0
0.6875,0.0
0.84375,0.0
0.84375,0.0
0.84375,0.0
0.84375,0.0
0.84375,0.0
0.84375,0.0
0.84375,0.0
0.84375,0.0
0.84375,0.0
0.84375,0.0
0.84375,0.0
0.84375,0.0
0.6875,0.0
0.6875,0.0
0.6875,0.0
0.6875,0.0
0.6875,0.0
